     0  3003  3717  2994.41085726  3950.42224697     1.30805321    -0.71599779    -0.19227977    -0.02051403    -0.14317826    -0.05430227     0.03783094    -0.00316311     0.94270616    -0.31863305    -0.06229178    -0.02266658     1.20156539     0.07454345     1.35425731     0.05697965     1.79212928    -0.47487625    -0.07201932    -1.64879496    -0.32628229    -0.23328971    -0.01824648     0.40446224     0.07026704     0.02084076    -0.19647879    -0.20564374    -0.01870414    -1.01391101    -0.17034218    -0.23731203    -0.01603702    -0.48237361    -0.02886842    -0.00370122     0.31926483     0.18971047     0.04959567     0.01266249     3.50354961    -0.22935164    -0.01402715     0.12395971     0.08901852     0.53571542     0.27535448     0.27641819    -0.28177242
     1  3003  3717  3031.21104310  3967.14959060     1.28101075    -0.71089623    -0.19373989    -0.02026308    -0.18088619    -0.04696159     0.03582648    -0.00321673     0.94359922    -0.31910462    -0.06195707    -0.02286302     1.18663361     0.07584917     1.36080967     0.05660060     1.72742089    -0.46756662    -0.07362463    -1.64041209    -0.33911083    -0.22797669    -0.02095679     0.39515765     0.07716205     0.01820714    -0.21583972    -0.20185419    -0.01864376    -1.01472807    -0.17445989    -0.23440693    -0.01787799    -0.48276270    -0.02873392    -0.00390078     0.29308685     0.19304884     0.04847201     0.01290557     3.33833853    -0.21845850    -0.01423277     0.12924373     0.08935179     0.53197614     0.27424360     0.27627353    -0.28749953
     2  3003  3717  3017.15890607  3979.88787363     1.35442176    -0.72657264    -0.18888108    -0.02057577    -0.11568741    -0.04815095     0.02671957    -0.00065809     0.92030036    -0.30895950    -0.06633521    -0.02158961     1.22349109     0.07640930     1.35950015     0.05586538     1.78923386    -0.50360859    -0.06767824    -1.62335389    -0.31784693    -0.23575090    -0.01800289     0.39996940     0.07652465     0.02122862    -0.19302125    -0.20610607    -0.01862225    -0.97434939    -0.19091880    -0.22946977    -0.01678040    -0.48046937    -0.02973211    -0.00345552     0.34711743     0.18369704     0.05138834     0.01205063     3.55606970    -0.23013052    -0.01440660     0.13948369     0.08129444     0.50665216     0.27437805     0.27737127    -0.28656480
     3  3003  3717  3009.32952402  3982.57754129     1.30845654    -0.71521151    -0.19322542    -0.02010595    -0.14016672    -0.05937799     0.03919523    -0.00196237     0.90168612    -0.30240753    -0.06867321    -0.02102665     1.21134003     0.07467255     1.35550349     0.05690752     1.79967804    -0.47262123    -0.07153990    -1.64958230    -0.32939099    -0.23222313    -0.01997992     0.38973094     0.07307166     0.02089496    -0.18793681    -0.20866271    -0.01820909    -1.00359584    -0.17648515    -0.23690359    -0.01635878    -0.48196323    -0.02905538    -0.00368908     0.33825634     0.18149803     0.05313608     0.01181335     3.49186212    -0.23024710    -0.01323446     0.13200764     0.08405896     0.55676374     0.27416043     0.27727336    -0.28238745
     4  3003  3717  3017.35916837  3968.75058395     1.31479753    -0.71811484    -0.19115137    -0.02069548    -0.11858279    -0.05526521     0.03695227    -0.00389089     0.93415439    -0.31071999    -0.06577734    -0.02189663     1.22795855     0.07152139     1.35743081     0.05656176     1.76616231    -0.46252904    -0.07372081    -1.65162082    -0.33743977    -0.23022400    -0.01870657     0.40300811     0.06861350     0.01949805    -0.17954380    -0.20857209    -0.01869822    -0.99005927    -0.18004623    -0.23607916    -0.01550677    -0.48004467    -0.02946450    -0.00368863     0.33750268     0.18539985     0.05131093     0.01221106     3.57990457    -0.23223667    -0.01389524     0.13826243     0.08688263     0.55534063     0.27659599     0.27672270    -0.28613218
     5  3003  3717  3008.04605795  3972.80823949     1.30704507    -0.71669923    -0.19153307    -0.02062538    -0.10059672    -0.05626983     0.03317403    -0.00163128     0.92853927    -0.31352465    -0.06524216    -0.02163422     1.21795499     0.07782892     1.35425054     0.05699185     1.69277310    -0.47787178    -0.07278006    -1.62124419    -0.35117176    -0.22172038    -0.02151411     0.41889631     0.06379047     0.02133350    -0.19397037    -0.20557115    -0.01859740    -0.99027509    -0.18743416    -0.23141919    -0.01718004    -0.48137380    -0.02909662    -0.00357122     0.32072721     0.18920086     0.05052716     0.01209740     3.45092052    -0.22467255    -0.01434255     0.14748267     0.08005520     0.54173625     0.27572759     0.27667935    -0.28290957
     6  3003  3717  3011.49506291  4033.61555055     1.27199355    -0.70630020    -0.19603146    -0.02023224    -0.19304476    -0.03872308     0.03195336    -0.00354186     0.95221094    -0.32230079    -0.05987002    -0.02387241     1.17861025     0.07730812     1.35807213     0.05728688     1.71232178    -0.50000848    -0.06661270    -1.61501114    -0.33184615    -0.22643208    -0.01751996     0.39763885     0.07805994     0.01850827    -0.19893792    -0.20568267    -0.01851757    -0.99569345    -0.19092195    -0.23123056    -0.01500660    -0.48440926    -0.02785325    -0.00414095     0.29761099     0.19301340     0.04787622     0.01340081     3.45650892    -0.23159375    -0.01422329     0.13891012     0.08674546     0.48212784     0.27386020     0.27648388    -0.27670637
     7  3003  3717  3011.63446624  3974.50511708     1.29410853    -0.71283634    -0.19331124    -0.02037973    -0.21161834    -0.04084349     0.03562884    -0.00365662     0.97287614    -0.33104841    -0.05851700    -0.02289152     1.19647877     0.07359295     1.36725609     0.05574361     1.80066797    -0.48427280    -0.07246824    -1.63724118    -0.32270575    -0.23662754    -0.01683732     0.36883452     0.08971114     0.01464708    -0.19878974    -0.20416803    -0.01868428    -1.02752704    -0.16400483    -0.23903059    -0.01681113    -0.48269234    -0.02941691    -0.00340065     0.29182200     0.19513192     0.04819631     0.01248933     3.45597264    -0.22519587    -0.01444503     0.10675566     0.09275851     0.52300241     0.27488063     0.27678435    -0.27852253
     8  3003  3717  3009.12146390  3998.74383239     1.31719872    -0.71906337    -0.19060115    -0.02092620    -0.18706829    -0.04520698     0.03491472    -0.00303560     0.98004074    -0.33579516    -0.05439745    -0.02502085     1.18815673     0.07444630     1.35576930     0.05740229     1.74832199    -0.48313955    -0.06823338    -1.63674930    -0.32931786    -0.22840248    -0.01953318     0.38818162     0.07808305     0.02115700    -0.20744622    -0.20343759    -0.01893571    -1.04042750    -0.16195311    -0.23517148    -0.01677787    -0.48434718    -0.02812495    -0.00395342     0.28317261     0.19949742     0.04560909     0.01389297     3.48501226    -0.22867157    -0.01421890     0.09308174     0.09763378     0.52764626     0.27375228     0.27567465    -0.28545005
     9  3003  3717  3014.35620364  3977.37175726     1.33960255    -0.72380321    -0.18971346    -0.02056898    -0.20310148    -0.03960956     0.03507439    -0.00424461     0.93809665    -0.31937867    -0.06163010    -0.02317535     1.18540444     0.07591538     1.35714228     0.05657967     1.85483519    -0.47156502    -0.07266027    -1.66174905    -0.31947578    -0.23627067    -0.01806639     0.39701967     0.06855551     0.01934845    -0.19063756    -0.20655020    -0.01869321    -1.05018444    -0.15283378    -0.24158829    -0.01670839    -0.48297758    -0.02878415    -0.00382518     0.31666774     0.19007796     0.04889427     0.01294529     3.45813648    -0.22789925    -0.01427000     0.12734035     0.08910621     0.53105230     0.27594262     0.27599353    -0.27634322
