  0.000001   1  0.000  1.000  0.000  0.000 NP   SGT  LO(74)   ANAL PUB
 E. Lomon and R. Wilson, \J{\PRC}{9}{1329}{1974}                                                                   
     0.000001     0.000000  20436.00000     23.00000
  0.000100   1  0.000  1.000  0NLx   0.000 NP   SGT  DI(75)   MUNC PUB
 W. Dilg, \J{\PRC}{11}{103}{1975}                                                                                  
     0.000100     0.000000  20491.00000     14.00000
  0.000400   1  0.000  1.000  0NLx   0.000 NP   SGT  HO(71)   HARV PUB
 T.L. Houk, \J{\PRC}{3}{1886}{1971}                                                                                
     0.000400     0.000000  20436.00000     23.00000
  0.001970   1  0.000  1.000  0xLx   0.000 NP   SGT  KO(90)        PUB
 L. Koester and W. Nistler, \J{\ZPA}{337}{341}{1990}                                                               
     0.001970     0.000000  20130.00000     30.00000
  0.023645   1  0.000  1.000  0NLx   0.000 NP   SGT  FU(76)   KYOT PUB
 Y. Fujita, K. Kobayashi, T. Oosaki, and R.C. Block, \J{\NPA}{258}{1}{1976}                                        
     0.023645     0.000000  17732.00000     23.00000
  0.060000   5  0.000 -1.000  0NLx   0.000 NP   SGT  AL(55)   HARW PUB
 W.D. Allen and A.T.G. Ferguson, \J{\PPSLA}{68}{1077}{1955}                                                        
     0.060000     0.000000  15400.00000    462.00000
     0.075000     0.000000  14200.00000    426.00000
     0.090000     0.000000  13000.00000    390.00000
     0.120000     0.000000  12050.00000    121.00000
     0.550000     0.000000   5950.00000    179.00000
  0.150000  65  0.000  1.000  0.000  0.000 NP   SGT  DA(13)   MIT  PUB
 L.  DAUB, PRC87, 014005(2013)
     0.155000     0.000000  10780.00000    120.00000
     0.165000     0.000000  10640.00000    120.00000
     0.175000     0.000000  10360.00000    120.00000
     0.185000     0.000000  10050.00000    120.00000
     0.195000     0.000000   9930.00000    120.00000
     0.205000     0.000000   9580.00000    140.00000
     0.215000     0.000000   9420.00000    140.00000
     0.225000     0.000000   9240.00000    140.00000
     0.235000     0.000000   9050.00000    140.00000
     0.245000     0.000000   8850.00000    140.00000
     0.255000     0.000000   8640.00000    130.00000
     0.265000     0.000000   8610.00000    130.00000
     0.275000     0.000000   8430.00000    130.00000
     0.285000     0.000000   8310.00000    130.00000
     0.295000     0.000000   8010.00000    130.00000
     0.305000     0.000000   8120.00000    130.00000
     0.315000     0.000000   7920.00000    130.00000
     0.325000     0.000000   7720.00000    130.00000
     0.335000     0.000000   7490.00000    170.00000
     0.345000     0.000000   7420.00000    110.00000
     0.355000     0.000000   7490.00000    110.00000
     0.365000     0.000000   7210.00000    110.00000
     0.375000     0.000000   7300.00000    110.00000
     0.385000     0.000000   7290.00000    110.00000
     0.395000     0.000000   6990.00000    150.00000
     0.405000     0.000000   6900.00000    110.00000
     0.415000     0.000000   6940.00000    100.00000
     0.425000     0.000000   6880.00000    100.00000
     0.435000     0.000000   6860.00000    100.00000
     0.445000     0.000000   6770.00000    100.00000
     0.455000     0.000000   6610.00000    100.00000
     0.465000     0.000000   6596.00000     95.00000
     0.475000     0.000000   6416.00000     93.00000
     0.485000     0.000000   6303.00000     92.00000
     0.495000     0.000000   6300.00000    100.00000
     0.505000     0.000000   6210.00000    110.00000
     0.515000     0.000000   6210.00000    110.00000
     0.525000     0.000000   6140.00000    110.00000
     0.535000     0.000000   6110.00000    110.00000
     0.545000     0.000000   6050.00000    110.00000
     0.555000     0.000000   5935.00000     85.00000
     0.565000     0.000000   5916.00000     83.00000
     0.575000     0.000000   5868.00000     83.00000
     0.585000     0.000000   5759.00000     83.00000
     0.595000     0.000000   5724.00000     83.00000
     0.605000     0.000000   5725.00000     85.00000
     0.615000     0.000000   5643.00000     82.00000
     0.625000     0.000000   5606.00000     82.00000
     0.635000     0.000000   5590.00000     82.00000
     0.645000     0.000000   5583.00000     83.00000
     0.655000     0.000000   5320.00000    110.00000
     0.665000     0.000000   5350.00000    100.00000
     0.675000     0.000000   5340.00000    100.00000
     0.685000     0.000000   5276.00000     95.00000
     0.695000     0.000000   5222.00000     95.00000
     0.705000     0.000000   5160.00000    130.00000
     0.715000     0.000000   5210.00000    120.00000
     0.725000     0.000000   5190.00000    110.00000
     0.735000     0.000000   5080.00000    110.00000
     0.745000     0.000000   5170.00000    110.00000
     0.755000     0.000000   4830.00000    100.00000
     0.765000     0.000000   4952.00000     94.00000
     0.775000     0.000000   4995.00000     90.00000
     0.785000     0.000000   5036.00000     88.00000
     0.795000     0.000000   5001.00000     88.00000
  0.493000   2  0.000 -1.000  0NLS   0.000 NP   SGT  EN(63)   COLU PUB
 C.E. Engelke, R.E. Benenson, E. Melkonian, and J.M. Lebowitz, \J{\PR}{129}{324}{1963}                             
     0.493000     0.000000   6202.00000     11.00000
     3.186000     0.000000   2206.00000      6.60000
  0.500000 114  0.001 -1.000  0RRS   0.000 NP   SGT  CL(72)   RENS  PUB
 J.M. Clement, P. Stoler, C.A. Goulding, and R.W. Fairchild, \J{\NPA}{183}{51}{1972}% REBINNED 425-114 RAA 6-91    
     0.500000     0.000000   6265.06000     26.91800
     0.625000     0.000000   5503.43000     12.08900
     0.750000     0.000000   4973.09000      9.33700
     0.875000     0.000000   4582.46000      7.62500
     1.000000     0.000000   4259.02000      7.73100
     1.125000     0.000000   3986.68000      7.09200
     1.250000     0.000000   3781.60000      7.02200
     1.375000     0.000000   3581.30000      7.53700
     1.500000     0.000000   3418.55000      7.41000
     1.625000     0.000000   3291.72000      7.57400
     1.750000     0.000000   3134.40000      8.40700
     1.875000     0.000000   3007.99000      8.24800
     2.000000     0.000000   2899.89000      7.90700
     2.125000     0.000000   2807.55000      7.10400
     2.250000     0.000000   2716.65000      7.13100
     2.375000     0.000000   2634.37000      7.63300
     2.500000     0.000000   2554.66000      8.62700
     2.625000     0.000000   2480.01000      8.72600
     2.750000     0.000000   2420.61000      8.77600
     2.875000     0.000000   2348.47000      8.84200
     3.000000     0.000000   2278.93000      9.89900
     3.125000     0.000000   2237.09000      9.94200
     3.250000     0.000000   2173.19000     10.23800
     3.375000     0.000000   2128.40000     11.82200
     3.500000     0.000000   2064.92000     10.38700
     3.625000     0.000000   2036.56000     11.91000
     3.750000     0.000000   1969.77000     12.04400
     3.875000     0.000000   1920.03000     11.69100
     4.000000     0.000000   1882.50000     14.34600
     4.125000     0.000000   1870.82000     11.68300
     4.250000     0.000000   1802.25000     14.11600
     4.375000     0.000000   1774.91000     11.53800
     4.500000     0.000000   1759.06000     13.62800
     4.625000     0.000000   1710.90000     13.76300
     4.750000     0.000000   1674.68000     11.09300
     4.875000     0.000000   1646.24000     18.74900
     5.000000     0.000000   1621.25000     13.41700
     5.125000     0.000000   1620.36000     13.78200
     5.250000     0.000000   1570.12000     13.31400
     5.375000     0.000000   1536.91000     13.41600
     5.500000     0.000000   1524.62000     13.29100
     5.625000     0.000000   1476.18000     19.13600
     5.750000     0.000000   1461.38000     13.10200
     5.875000     0.000000   1463.44000     18.89700
     6.000000     0.000000   1419.44000     13.15600
     6.125000     0.000000   1403.78000     18.75100
     6.250000     0.000000   1378.06000     13.11900
     6.375000     0.000000   1356.80000     18.29200
     6.500000     0.000000   1312.60000     18.25300
     6.625000     0.000000   1313.11000     13.14400
     6.750000     0.000000   1295.16000     18.20500
     6.875000     0.000000   1272.71000     18.54900
     7.000000     0.000000   1248.85000     18.56600
     7.125000     0.000000   1265.27000     17.90600
